chemical_state_id,image_id,split,dose_ppm_min,cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,uniformity_score,noise_std,temperature_c,humidity_pct,strip_age_days
CHEM-TR-0281,img_train_0281_var10,train,320.85,164.0,152.3,132.1,63.43,0.9,12.17,38.0,19.6,64.3,32.73,0.966,1.18,30.7,61.3,18.9
CHEM-TR-0282,img_train_0282_var01,train,920.08,101.6,82.3,63.3,36.46,4.96,14.19,30.0,37.6,39.6,59.93,0.1,42.01,20.4,75.8,19.6
CHEM-TR-0282,img_train_0282_var02,train,920.08,104.6,85.5,64.4,37.73,4.52,15.29,32.0,38.4,40.8,58.75,0.982,0.62,27.8,58.9,26.5
CHEM-TR-0282,img_train_0282_var03,train,920.08,119.7,111.6,163.4,49.66,14.88,-26.71,250.0,31.8,63.9,60.24,0.1,49.68,19.5,41.5,11.5
CHEM-TR-0282,img_train_0282_var04,train,920.08,105.0,81.8,62.0,36.67,6.66,15.34,28.0,42.0,41.2,59.98,0.1,52.35,22.7,72.6,18.4
CHEM-TR-0282,img_train_0282_var05,train,920.08,105.0,84.1,63.4,37.34,5.42,15.4,30.0,40.0,41.2,59.21,0.128,30.5,24.6,69.0,38.3
CHEM-TR-0282,img_train_0282_var06,train,920.08,105.5,85.5,64.3,37.8,4.94,15.47,30.0,39.2,41.2,58.73,0.985,0.53,20.1,50.2,37.5
CHEM-TR-0282,img_train_0282_var07,train,920.08,100.5,81.8,61.2,36.16,4.49,15.04,30.0,38.8,39.2,60.28,0.192,28.28,34.1,42.4,25.3
CHEM-TR-0282,img_train_0282_var08,train,920.08,113.0,97.0,80.0,42.22,3.56,12.08,30.0,29.0,44.3,53.95,0.1,49.98,28.1,45.0,14.3
CHEM-TR-0282,img_train_0282_var09,train,920.08,105.4,85.1,64.6,37.69,5.16,15.14,30.0,39.2,41.2,58.82,0.956,1.56,23.2,59.1,15.2
CHEM-TR-0282,img_train_0282_var10,train,920.08,92.7,74.3,55.7,32.98,4.85,14.0,30.0,40.4,36.1,63.37,0.1,36.11,20.9,32.0,25.1
CHEM-TR-0283,img_train_0283_var01,train,1017.84,97.9,78.7,58.0,34.88,4.83,15.25,30.0,40.4,38.0,61.59,0.1,52.68,33.5,68.2,5.7
CHEM-TR-0283,img_train_0283_var02,train,1017.84,95.8,78.2,57.0,34.48,4.03,15.3,34.0,40.0,37.3,61.94,0.983,0.61,25.9,76.5,36.1
CHEM-TR-0283,img_train_0283_var03,train,1017.84,104.3,85.3,99.7,38.58,10.55,-5.33,316.0,18.4,40.8,60.03,0.981,0.67,30.7,34.8,17.7
CHEM-TR-0283,img_train_0283_var05,train,1017.84,91.3,73.8,54.5,32.67,4.28,14.35,30.0,40.8,35.7,63.67,0.137,30.21,32.3,68.3,4.2
CHEM-TR-0283,img_train_0283_var06,train,1017.84,92.3,75.0,55.4,33.13,4.14,14.41,30.0,40.4,36.1,63.21,0.1,44.15,22.4,69.1,22.2
CHEM-TR-0283,img_train_0283_var07,train,1017.84,96.8,77.9,56.9,34.53,4.6,15.45,32.0,41.6,37.6,61.94,0.971,1.03,31.9,55.4,11.6
CHEM-TR-0283,img_train_0283_var08,train,1017.84,100.0,86.0,69.0,37.47,2.84,12.03,32.0,31.0,39.2,58.66,0.1,42.44,21.7,30.1,12.5
CHEM-TR-0283,img_train_0283_var09,train,1017.84,96.5,77.6,57.0,34.4,4.67,15.19,30.0,40.8,37.6,62.05,0.95,1.76,30.7,59.1,22.3
CHEM-TR-0283,img_train_0283_var10,train,1017.84,84.4,67.1,48.0,29.76,4.46,14.4,32.0,42.7,32.9,66.58,0.1,39.23,28.6,51.6,37.7
CHEM-TR-0284,img_train_0284_var01,train,0.0,243.4,239.6,222.9,94.54,-1.56,8.55,48.0,8.6,95.3,2.56,0.525,16.64,31.2,69.9,27.2
CHEM-TR-0284,img_train_0284_var02,train,0.0,242.5,240.5,222.2,94.69,-2.48,9.11,54.0,8.2,94.9,3.26,0.985,0.54,26.3,36.5,21.0
CHEM-TR-0284,img_train_0284_var03,train,0.0,245.1,238.5,231.1,94.59,0.95,4.35,30.0,5.9,96.1,4.88,0.308,24.21,33.1,70.7,6.9
CHEM-TR-0284,img_train_0284_var05,train,0.0,244.6,239.8,222.5,94.66,-1.27,8.92,46.0,9.0,95.7,2.22,0.967,1.17,32.1,33.5,30.8
CHEM-TR-0284,img_train_0284_var06,train,0.0,244.9,239.7,222.4,94.67,-1.17,8.98,46.0,9.0,95.7,2.13,0.565,15.24,23.0,52.5,20.0
CHEM-TR-0284,img_train_0284_var07,train,0.0,243.8,239.7,223.1,94.6,-1.45,8.53,48.0,8.2,95.3,2.45,0.969,1.09,26.4,78.7,20.7
CHEM-TR-0284,img_train_0284_var09,train,0.0,244.6,239.4,223.7,94.59,-0.88,8.19,46.0,8.6,95.7,2.13,0.613,13.55,33.4,51.8,22.1
CHEM-TR-0284,img_train_0284_var10,train,0.0,232.7,231.2,216.8,91.49,-2.01,7.2,56.0,7.1,91.0,5.47,0.189,28.38,25.2,74.6,12.8
CHEM-TR-0285,img_train_0285_var01,train,194.71,198.7,188.2,167.2,76.65,0.14,11.97,40.0,15.7,77.6,19.58,0.519,16.83,27.1,54.5,28.4
CHEM-TR-0285,img_train_0285_var02,train,194.71,202.0,189.5,166.4,77.24,0.56,13.28,40.0,17.3,78.8,19.24,0.98,0.72,30.6,44.4,36.5
CHEM-TR-0285,img_train_0285_var03,train,194.71,201.9,189.5,178.5,77.51,2.52,7.09,28.0,11.4,78.8,18.7,0.982,0.65,21.5,50.5,6.0
CHEM-TR-0285,img_train_0285_var04,train,194.71,214.1,199.6,177.2,81.08,1.43,13.03,36.0,17.3,83.9,15.48,0.982,0.63,33.4,44.6,10.5
CHEM-TR-0285,img_train_0285_var05,train,194.71,198.3,187.6,165.9,76.43,0.12,12.36,40.0,16.5,77.6,19.86,0.964,1.26,23.9,32.3,19.2
CHEM-TR-0285,img_train_0285_var06,train,194.71,199.3,188.4,166.7,76.73,0.25,12.33,40.0,16.5,78.0,19.56,0.582,14.62,29.4,68.7,11.8
CHEM-TR-0285,img_train_0285_var07,train,194.71,198.5,187.9,166.7,76.54,0.22,12.06,40.0,16.1,77.6,19.7,0.968,1.13,33.3,52.7,34.6
CHEM-TR-0285,img_train_0285_var08,train,194.71,197.0,202.0,195.0,80.77,-3.0,2.89,102.0,3.5,79.2,16.78,0.983,0.59,32.7,31.8,32.6
CHEM-TR-0285,img_train_0285_var09,train,194.71,202.4,189.5,166.7,77.29,0.78,13.17,38.0,17.6,79.2,19.17,0.609,13.7,32.9,48.7,33.1
CHEM-TR-0285,img_train_0285_var10,train,194.71,199.0,189.2,168.5,76.97,-0.06,11.73,42.0,15.3,77.6,19.23,0.975,0.87,29.0,54.4,32.2
CHEM-TR-0286,img_train_0286_var01,train,774.78,114.3,96.3,75.6,42.06,3.91,14.55,32.0,34.1,44.7,54.33,0.1,36.95,32.1,38.2,12.7
CHEM-TR-0286,img_train_0286_var02,train,774.78,114.2,96.0,75.0,41.94,3.97,14.71,30.0,34.1,44.7,54.47,0.1,34.37,26.4,63.0,36.9
CHEM-TR-0286,img_train_0286_var03,train,774.78,114.0,95.3,50.3,41.29,1.34,28.32,42.0,55.7,44.3,58.03,0.1,40.38,24.0,39.9,7.4
CHEM-TR-0286,img_train_0286_var04,train,774.78,123.6,101.3,78.1,44.49,5.32,16.49,30.0,36.5,48.2,52.27,0.1,45.6,22.8,76.7,23.7
CHEM-TR-0286,img_train_0286_var05,train,774.78,117.1,98.4,75.8,42.93,3.93,15.64,32.0,36.1,45.9,53.59,0.96,1.39,21.2,51.3,21.0
CHEM-TR-0286,img_train_0286_var06,train,774.78,118.9,100.0,76.8,43.6,3.86,16.01,34.0,35.7,46.3,52.97,0.1,44.05,33.5,58.7,37.9
CHEM-TR-0286,img_train_0286_var07,train,774.78,119.1,99.8,76.1,43.54,4.0,16.31,32.0,36.1,46.7,53.08,0.274,25.42,19.5,61.4,11.3
CHEM-TR-0286,img_train_0286_var08,train,774.78,123.0,111.0,98.0,47.57,2.38,8.94,32.0,20.4,48.2,48.47,0.1,40.84,23.5,72.2,36.5
CHEM-TR-0286,img_train_0286_var09,train,774.78,114.0,95.9,75.0,41.89,3.95,14.66,30.0,34.1,44.7,54.51,0.1,34.21,27.2,67.4,22.3
CHEM-TR-0286,img_train_0286_var10,train,774.78,109.5,91.0,69.1,39.91,4.04,15.48,32.0,36.9,42.7,56.57,0.1,36.99,25.9,32.0,17.3
CHEM-TR-0287,img_train_0287_var01,train,770.7,114.6,96.3,75.3,42.07,4.04,14.72,32.0,34.1,44.7,54.35,0.1,38.56,29.7,46.2,25.0
CHEM-TR-0287,img_train_0287_var02,train,770.7,113.0,96.4,74.8,41.94,3.11,14.86,34.0,34.1,43.9,54.44,0.1,34.6,26.9,34.0,36.1
CHEM-TR-0287,img_train_0287_var03,train,770.7,118.8,99.4,48.1,42.93,0.97,31.61,44.0,59.2,46.3,57.69,0.1,43.66,19.0,35.3,29.0
CHEM-TR-0287,img_train_0287_var04,train,770.7,118.4,97.6,75.7,42.85,4.92,15.61,30.0,36.5,46.3,53.74,0.1,46.63,29.4,35.4,10.9
CHEM-TR-0287,img_train_0287_var05,train,770.7,113.7,95.1,73.4,41.61,4.03,15.25,34.0,35.3,44.3,54.86,0.283,25.11,33.8,51.8,24.9
CHEM-TR-0287,img_train_0287_var06,train,770.7,118.8,99.5,76.8,43.43,4.14,15.75,32.0,35.7,46.3,53.13,0.1,40.26,27.7,32.6,22.3
CHEM-TR-0287,img_train_0287_var07,train,770.7,118.3,99.6,74.9,43.39,3.59,16.81,34.0,37.3,46.3,53.28,0.967,1.15,21.6,30.9,4.1
CHEM-TR-0287,img_train_0287_var08,train,770.7,118.0,109.0,92.0,46.39,0.49,10.78,40.0,22.0,46.3,49.64,0.1,36.15,28.5,65.6,15.2
CHEM-TR-0287,img_train_0287_var09,train,770.7,113.1,96.3,74.8,41.9,3.3,14.77,34.0,34.5,44.3,54.48,0.1,31.51,27.7,34.1,19.0
CHEM-TR-0287,img_train_0287_var10,train,770.7,105.9,89.2,68.4,39.0,3.41,14.57,34.0,35.3,41.2,57.35,0.1,33.98,20.9,42.0,37.2
CHEM-TR-0288,img_train_0288_var01,train,1049.25,96.3,75.9,56.0,33.87,5.48,15.11,30.0,42.7,37.6,62.63,0.1,49.89,29.2,30.3,23.7
CHEM-TR-0288,img_train_0288_var02,train,1049.25,89.9,72.3,53.4,32.03,4.49,14.12,32.0,40.4,34.9,64.3,0.1,46.12,25.4,33.5,20.7
CHEM-TR-0288,img_train_0288_var03,train,1049.25,114.5,98.9,139.3,44.78,14.89,-20.04,264.0,29.4,54.5,60.61,0.1,51.99,22.2,38.4,38.1
CHEM-TR-0288,img_train_0288_var05,train,1049.25,89.4,71.8,52.3,31.82,4.35,14.54,30.0,41.6,34.9,64.53,0.122,30.74,24.2,61.1,8.8
CHEM-TR-0288,img_train_0288_var06,train,1049.25,90.7,72.6,53.6,32.23,4.66,14.32,30.0,41.2,35.3,64.13,0.1,47.04,32.4,63.1,13.3
CHEM-TR-0288,img_train_0288_var07,train,1049.25,94.3,73.9,53.9,33.01,5.58,15.2,30.0,43.5,36.9,63.5,0.114,31.0,29.7,77.3,13.5
CHEM-TR-0288,img_train_0288_var08,train,1049.25,99.0,82.0,69.0,36.21,4.84,10.27,26.0,30.2,38.8,59.96,0.1,43.97,22.0,71.9,27.0
CHEM-TR-0288,img_train_0288_var09,train,1049.25,93.8,74.3,54.4,33.08,5.16,15.01,30.0,42.0,36.5,63.38,0.945,1.92,23.9,54.4,26.5
CHEM-TR-0288,img_train_0288_var10,train,1049.25,82.3,64.8,45.7,28.79,4.57,14.49,30.0,45.1,32.2,67.56,0.1,35.72,28.6,58.2,9.7
CHEM-TR-0289,img_train_0289_var02,train,1816.57,55.9,41.9,28.7,18.24,4.31,11.08,28.0,49.0,21.6,77.88,0.981,0.66,20.8,41.0,22.2
CHEM-TR-0289,img_train_0289_var05,train,1816.57,53.2,37.0,24.7,16.27,5.79,11.17,24.0,54.9,20.8,79.93,0.1,37.39,22.8,73.1,33.9
CHEM-TR-0289,img_train_0289_var06,train,1816.57,58.8,42.3,27.9,18.73,5.44,12.35,30.0,53.3,22.7,77.5,0.986,0.51,31.2,59.3,18.9
CHEM-TR-0289,img_train_0289_var07,train,1816.57,52.7,36.6,23.6,16.08,5.63,11.66,26.0,55.7,20.4,80.13,0.1,39.03,30.5,33.3,14.4
CHEM-TR-0289,img_train_0289_var09,train,1816.57,52.1,37.7,24.4,16.36,4.62,11.46,28.0,53.7,20.4,79.78,0.1,48.24,31.2,64.7,29.5
CHEM-TR-0289,img_train_0289_var10,train,1816.57,43.4,29.2,16.3,12.28,5.01,11.15,28.0,62.7,16.9,83.87,0.1,45.88,19.3,72.4,4.5
CHEM-TR-0290,img_train_0290_var01,train,873.33,110.5,90.0,67.3,39.7,4.86,16.26,32.0,39.2,43.1,56.93,0.1,48.39,23.5,70.1,36.4
CHEM-TR-0290,img_train_0290_var02,train,873.33,104.0,85.9,65.1,37.79,4.14,14.91,30.0,37.6,40.8,58.62,0.1,37.27,27.7,41.6,18.5
CHEM-TR-0290,img_train_0290_var03,train,873.33,113.0,97.5,119.9,43.51,10.73,-10.26,284.0,18.4,46.7,56.84,0.985,0.53,30.0,35.2,8.8
CHEM-TR-0290,img_train_0290_var04,train,873.33,112.5,89.8,67.9,39.85,5.96,16.16,30.0,40.0,43.9,56.87,0.988,0.43,28.6,77.6,15.8
CHEM-TR-0290,img_train_0290_var05,train,873.33,108.4,88.2,65.7,38.91,4.78,16.16,32.0,40.0,42.4,57.7,0.958,1.47,31.0,36.2,34.8
CHEM-TR-0290,img_train_0290_var06,train,873.33,109.8,90.0,67.7,39.62,4.58,15.89,32.0,38.4,42.7,56.95,0.1,42.36,32.9,55.2,22.4
CHEM-TR-0290,img_train_0290_var07,train,873.33,105.5,86.4,65.6,38.09,4.57,15.03,32.0,38.0,41.2,58.37,0.25,26.26,22.6,57.2,12.2
CHEM-TR-0290,img_train_0290_var08,train,873.33,112.0,101.0,84.0,43.35,1.38,11.23,36.0,25.1,43.9,52.7,0.1,38.81,21.5,40.8,17.0
CHEM-TR-0290,img_train_0290_var09,train,873.33,108.4,88.4,66.0,38.99,4.72,16.06,32.0,38.8,42.4,57.6,0.943,2.0,19.1,53.6,32.7
CHEM-TR-0290,img_train_0290_var10,train,873.33,94.5,77.2,56.8,34.05,4.02,14.79,34.0,40.4,36.9,62.32,0.1,38.71,21.3,68.1,33.7
CHEM-TR-0291,img_train_0291_var02,train,1310.33,77.1,60.0,43.3,26.71,4.82,13.2,30.0,44.3,30.2,69.55,0.1,47.94,27.8,69.7,19.7
CHEM-TR-0291,img_train_0291_var05,train,1310.33,71.9,56.0,38.8,24.77,4.29,13.42,30.0,46.7,27.8,71.47,0.1,35.47,28.2,47.7,20.5
CHEM-TR-0291,img_train_0291_var06,train,1310.33,78.4,60.3,42.7,26.93,5.18,13.9,30.0,46.3,30.6,69.4,0.1,53.39,34.1,74.0,20.5
CHEM-TR-0291,img_train_0291_var07,train,1310.33,72.0,54.9,37.7,24.44,4.96,13.69,30.0,48.6,28.2,71.85,0.1,43.13,30.8,32.8,21.0
CHEM-TR-0291,img_train_0291_var09,train,1310.33,72.5,56.9,39.4,25.13,4.11,13.51,30.0,45.9,28.2,71.11,0.1,43.56,23.5,65.6,17.0
CHEM-TR-0291,img_train_0291_var10,train,1310.33,62.6,47.1,30.4,20.75,4.46,13.44,32.0,51.8,24.3,75.48,0.1,44.67,26.1,77.7,6.8
CHEM-TR-0292,img_train_0292_var01,train,35.38,234.7,228.4,210.5,90.79,-0.88,9.5,46.0,10.2,91.8,5.41,0.59,14.36,34.7,77.0,33.2
CHEM-TR-0292,img_train_0292_var02,train,35.38,240.5,229.6,209.8,91.51,0.42,10.96,38.0,12.9,94.1,4.9,0.985,0.54,26.1,70.0,5.9
CHEM-TR-0292,img_train_0292_var05,train,35.38,237.1,229.1,209.3,91.12,-0.61,10.64,42.0,11.8,92.9,5.27,0.964,1.25,20.7,67.7,38.7
CHEM-TR-0292,img_train_0292_var06,train,35.38,234.7,228.4,210.2,90.77,-0.92,9.66,46.0,10.2,91.8,5.46,0.589,14.38,21.6,32.1,30.2
CHEM-TR-0292,img_train_0292_var07,train,35.38,235.9,230.0,214.3,91.37,-0.65,8.35,46.0,9.0,92.2,4.81,0.965,1.24,20.3,73.5,19.0
CHEM-TR-0292,img_train_0292_var09,train,35.38,236.2,229.5,211.0,91.18,-0.81,9.81,44.0,10.6,92.5,5.06,0.936,2.23,33.4,44.2,7.0
CHEM-TR-0292,img_train_0292_var10,train,35.38,235.9,230.5,214.4,91.47,-0.9,8.49,46.0,9.0,92.2,4.77,0.975,0.86,28.5,70.6,5.1
CHEM-TR-0293,img_train_0293_var02,train,1843.57,53.4,38.0,25.0,16.63,5.24,11.43,26.0,52.9,20.8,79.55,0.1,51.62,33.0,70.7,16.8
CHEM-TR-0293,img_train_0293_var05,train,1843.57,52.6,36.9,23.8,16.13,5.41,11.62,26.0,55.7,20.4,80.06,0.1,39.88,26.4,56.1,24.6
CHEM-TR-0293,img_train_0293_var07,train,1843.57,57.6,40.2,26.6,17.89,6.08,12.11,28.0,54.5,22.4,78.37,0.1,40.04,24.1,69.7,19.9
CHEM-TR-0293,img_train_0293_var09,train,1843.57,57.8,41.7,26.2,18.39,5.11,13.07,30.0,54.5,22.4,77.85,0.953,1.64,23.7,76.1,34.2
CHEM-TR-0293,img_train_0293_var10,train,1843.57,52.8,36.3,21.6,15.94,5.64,12.82,30.0,59.6,20.4,80.32,0.1,48.4,20.3,48.4,27.1
CHEM-TR-0294,img_train_0294_var01,train,869.72,105.1,87.2,66.9,38.32,4.05,14.56,32.0,37.3,41.2,58.06,0.1,41.52,24.9,42.1,19.3
CHEM-TR-0294,img_train_0294_var02,train,869.72,108.3,90.5,67.9,39.61,3.64,15.78,34.0,38.0,42.4,56.88,0.981,0.67,23.1,75.0,8.4
CHEM-TR-0294,img_train_0294_var03,train,869.72,104.6,86.4,65.0,37.98,4.08,15.24,32.0,37.6,40.8,58.46,0.1,47.88,21.4,53.6,22.6
CHEM-TR-0294,img_train_0294_var04,train,869.72,109.8,87.5,66.9,38.91,6.0,15.43,30.0,39.6,42.7,57.71,0.1,49.65,25.0,77.6,30.6
CHEM-TR-0294,img_train_0294_var05,train,869.72,103.8,86.5,66.1,37.94,3.81,14.5,32.0,36.1,40.4,58.41,0.232,26.89,22.4,50.2,26.9
CHEM-TR-0294,img_train_0294_var06,train,869.72,104.7,87.4,67.3,38.33,3.8,14.33,32.0,35.7,40.8,58.01,0.1,39.93,21.5,42.6,28.9
CHEM-TR-0294,img_train_0294_var07,train,869.72,109.2,89.5,67.8,39.44,4.62,15.58,32.0,38.4,42.7,57.09,0.185,28.54,22.5,66.5,25.4
CHEM-TR-0294,img_train_0294_var08,train,869.72,115.0,103.0,88.0,44.3,2.11,10.2,34.0,23.5,45.1,51.74,0.1,38.71,25.0,54.3,32.3
CHEM-TR-0294,img_train_0294_var09,train,869.72,108.6,90.1,68.0,39.54,4.05,15.62,34.0,38.0,42.4,56.96,0.946,1.9,31.5,38.2,17.4
CHEM-TR-0294,img_train_0294_var10,train,869.72,109.0,89.3,67.3,39.34,4.62,15.76,32.0,38.4,42.7,57.21,0.1,38.1,21.3,35.8,13.5
CHEM-TR-0295,img_train_0295_var02,train,1288.16,75.0,57.4,41.0,25.62,5.23,13.19,30.0,46.7,29.4,70.66,0.1,46.84,21.1,63.3,28.5
CHEM-TR-0295,img_train_0295_var03,train,1288.16,73.5,55.6,26.6,24.65,3.95,20.95,38.0,64.3,28.6,72.43,0.1,53.66,30.3,47.6,17.6
CHEM-TR-0295,img_train_0295_var05,train,1288.16,79.2,60.8,42.5,27.19,5.21,14.39,30.0,46.7,31.0,69.18,0.96,1.39,20.1,65.2,5.4
CHEM-TR-0295,img_train_0295_var06,train,1288.16,81.5,61.5,44.0,27.68,6.07,14.12,28.0,45.5,31.8,68.74,0.1,50.02,23.4,42.4,5.0
CHEM-TR-0295,img_train_0295_var07,train,1288.16,76.5,56.7,40.6,25.6,6.27,13.42,26.0,47.5,29.8,70.77,0.1,33.43,25.1,77.9,20.6
CHEM-TR-0295,img_train_0295_var09,train,1288.16,79.8,61.5,43.1,27.48,5.14,14.37,30.0,45.5,31.0,68.89,0.953,1.64,22.6,31.9,6.7
CHEM-TR-0295,img_train_0295_var10,train,1288.16,68.3,50.0,33.6,22.42,5.78,13.62,28.0,51.4,26.7,73.91,0.1,48.94,29.6,32.5,31.1
CHEM-TR-0296,img_train_0296_var02,train,1572.43,62.7,45.3,31.1,20.22,5.76,12.27,28.0,49.8,24.3,76.03,0.1,52.16,23.5,71.1,19.7
CHEM-TR-0296,img_train_0296_var05,train,1572.43,60.9,44.7,29.3,19.77,5.04,12.86,30.0,51.8,23.5,76.46,0.1,38.79,23.7,71.5,24.5
CHEM-TR-0296,img_train_0296_var07,train,1572.43,60.8,44.1,29.1,19.59,5.38,12.72,30.0,51.8,23.5,76.66,0.1,44.33,34.5,77.6,29.1
CHEM-TR-0296,img_train_0296_var09,train,1572.43,66.3,48.3,32.3,21.62,5.72,13.38,28.0,51.4,25.9,74.69,0.947,1.86,24.4,77.6,8.5
CHEM-TR-0296,img_train_0296_var10,train,1572.43,65.5,48.1,31.3,21.43,5.33,13.81,30.0,52.2,25.5,74.88,0.1,51.84,27.7,34.2,17.8
CHEM-TR-0297,img_train_0297_var01,train,203.6,197.2,186.5,165.2,76.04,0.19,12.18,40.0,16.1,77.3,20.21,0.528,16.51,24.2,69.5,29.1
CHEM-TR-0297,img_train_0297_var02,train,203.6,201.8,188.3,164.6,76.89,0.85,13.76,38.0,18.4,78.8,19.7,0.978,0.78,32.2,66.8,36.4
CHEM-TR-0297,img_train_0297_var03,train,203.6,214.6,206.4,232.0,84.24,7.59,-11.62,258.0,11.4,91.0,24.77,0.982,0.62,28.8,56.6,34.7
CHEM-TR-0297,img_train_0297_var04,train,203.6,206.7,195.1,173.8,79.24,0.52,12.15,40.0,16.1,80.8,17.05,0.984,0.54,23.7,75.7,23.0
CHEM-TR-0297,img_train_0297_var05,train,203.6,199.6,187.4,164.5,76.46,0.52,13.16,40.0,17.6,78.0,19.98,0.957,1.51,31.4,66.8,26.5
CHEM-TR-0297,img_train_0297_var06,train,203.6,200.2,188.0,165.0,76.67,0.5,13.19,38.0,17.6,78.4,19.78,0.507,17.24,22.0,42.7,20.6
CHEM-TR-0297,img_train_0297_var07,train,203.6,199.9,188.0,164.6,76.64,0.34,13.38,40.0,17.6,78.0,19.85,0.972,0.98,28.9,31.9,8.7
CHEM-TR-0297,img_train_0297_var08,train,203.6,202.0,204.0,195.0,81.67,-2.31,4.24,74.0,4.3,80.0,15.36,0.98,0.69,19.7,32.5,37.8
CHEM-TR-0297,img_train_0297_var09,train,203.6,197.3,186.1,164.1,75.91,0.32,12.56,40.0,16.9,77.3,20.4,0.932,2.36,28.8,34.9,17.7
CHEM-TR-0297,img_train_0297_var10,train,203.6,191.0,181.3,160.0,74.04,-0.14,12.08,42.0,15.7,74.5,22.18,0.978,0.78,30.1,39.5,33.4
CHEM-TR-0298,img_train_0298_var01,train,208.15,196.8,185.3,163.8,75.68,0.47,12.4,40.0,16.9,76.9,20.6,0.492,17.79,27.6,41.6,9.0
CHEM-TR-0298,img_train_0298_var02,train,208.15,203.2,186.4,163.4,76.48,2.22,13.83,34.0,19.6,79.6,20.18,0.978,0.76,33.5,64.8,18.5
CHEM-TR-0298,img_train_0298_var03,train,208.15,201.6,185.4,179.1,76.45,4.64,5.3,16.0,11.0,78.8,20.32,0.982,0.62,27.5,75.7,35.1
CHEM-TR-0298,img_train_0298_var04,train,208.15,207.5,192.7,171.1,78.63,1.64,12.79,34.0,17.3,81.2,17.82,0.983,0.61,23.8,62.3,32.8
CHEM-TR-0298,img_train_0298_var05,train,208.15,199.1,186.0,164.0,76.03,0.99,12.84,36.0,18.0,78.0,20.34,0.961,1.38,22.0,77.5,7.0
CHEM-TR-0298,img_train_0298_var06,train,208.15,199.0,186.6,164.2,76.2,0.64,12.93,38.0,17.3,77.6,20.19,0.528,16.51,34.5,47.0,23.2
CHEM-TR-0298,img_train_0298_var07,train,208.15,198.9,187.9,164.5,76.54,-0.04,13.27,40.0,17.3,77.6,19.93,0.967,1.15,33.4,69.9,34.1
CHEM-TR-0298,img_train_0298_var08,train,208.15,201.0,204.0,205.0,81.84,-0.84,-0.86,196.0,2.0,80.4,17.31,0.985,0.52,27.6,58.6,11.9
CHEM-TR-0298,img_train_0298_var09,train,208.15,196.3,184.7,164.0,75.47,0.66,11.97,38.0,16.5,76.9,20.74,0.629,12.98,23.9,49.0,7.1
CHEM-TR-0298,img_train_0298_var10,train,208.15,181.0,172.2,153.6,70.7,-0.06,10.71,40.0,15.3,71.0,25.36,0.504,17.37,25.7,59.2,14.5
CHEM-TR-0299,img_train_0299_var01,train,1393.63,74.4,56.7,39.9,25.31,5.23,13.47,30.0,47.5,29.0,70.99,0.1,53.22,24.0,61.5,8.7
CHEM-TR-0299,img_train_0299_var02,train,1393.63,69.6,52.3,36.7,23.33,5.32,12.83,30.0,47.8,27.1,72.93,0.1,49.43,29.4,55.6,30.5
CHEM-TR-0299,img_train_0299_var05,train,1393.63,72.5,55.6,37.8,24.71,4.71,14.0,30.0,48.6,28.2,71.59,0.959,1.43,19.1,58.8,20.2
CHEM-TR-0299,img_train_0299_var06,train,1393.63,69.8,52.7,36.4,23.47,5.14,13.19,30.0,47.8,27.1,72.8,0.1,49.88,21.1,44.6,27.6
CHEM-TR-0299,img_train_0299_var07,train,1393.63,68.5,52.1,35.7,23.14,4.74,13.19,30.0,48.6,26.7,73.1,0.1,32.04,20.8,74.6,9.2
CHEM-TR-0299,img_train_0299_var09,train,1393.63,74.1,56.2,38.8,25.11,5.28,13.89,30.0,48.6,29.0,71.22,0.952,1.69,33.5,48.7,10.0
CHEM-TR-0299,img_train_0299_var10,train,1393.63,60.5,44.0,28.8,19.51,5.21,12.79,30.0,53.3,23.5,76.73,0.1,46.43,19.7,71.9,17.4
CHEM-TR-0300,img_train_0300_var01,train,1367.51,76.5,56.8,39.9,25.61,6.16,13.94,28.0,48.6,29.8,70.79,0.982,0.64,30.0,46.4,15.0
CHEM-TR-0300,img_train_0300_var02,train,1367.51,71.0,53.4,37.0,23.87,5.3,13.39,30.0,49.4,27.8,72.42,0.1,48.32,19.3,55.5,35.1
CHEM-TR-0300,img_train_0300_var03,train,1367.51,92.4,92.5,169.8,42.66,20.68,-41.6,240.0,45.5,66.3,76.24,0.1,53.58,21.3,41.1,36.6
CHEM-TR-0300,img_train_0300_var05,train,1367.51,74.5,55.4,38.4,24.92,5.91,13.9,28.0,48.6,29.0,71.45,0.957,1.49,31.6,40.6,21.0
CHEM-TR-0300,img_train_0300_var07,train,1367.51,70.2,52.0,36.1,23.33,5.71,13.2,28.0,48.6,27.5,72.98,0.1,33.42,29.4,79.5,13.7
CHEM-TR-0300,img_train_0300_var08,train,1367.51,77.0,63.0,49.0,27.72,3.67,10.87,30.0,36.5,30.2,68.38,0.1,47.81,29.8,53.6,7.1
CHEM-TR-0300,img_train_0300_var09,train,1367.51,70.9,53.2,36.2,23.76,5.32,13.72,30.0,48.6,27.5,72.55,0.1,45.79,31.4,49.6,21.7
CHEM-TR-0300,img_train_0300_var10,train,1367.51,61.9,44.3,29.2,19.79,5.79,12.94,28.0,52.5,23.9,76.49,0.1,46.31,34.4,65.6,21.6
