image_id,chemical_state_id,split,dose_ppm_min,base_strip_r,base_strip_g,base_strip_b,lighting_condition,lighting_factor,tint_r,tint_g,tint_b,noise_sigma,blur_ksize,rotation_deg,temperature_c,humidity_pct,strip_age_days,image_path
img_train_0241_var03,CHEM-TR-0241,train,109.46,219,210,189,cool_fluorescent,1.047,0.887,0.966,1.135,0.84,0,-1.41,26.0,40.8,24.4,synthetic_wristband_dataset\train\img_train_0241_var03.png
img_train_0241_var04,CHEM-TR-0241,train,109.46,219,210,189,bright_diffuse,1.201,1.003,1.035,1.009,0.11,0,0.43,33.7,65.5,20.1,synthetic_wristband_dataset\train\img_train_0241_var04.png
img_train_0241_var05,CHEM-TR-0241,train,109.46,219,210,189,dim_underexposed,0.73,0.938,0.96,0.937,2.29,0,-0.57,27.2,53.3,32.1,synthetic_wristband_dataset\train\img_train_0241_var05.png
img_train_0241_var06,CHEM-TR-0241,train,109.46,219,210,189,mild_camera_blur,0.996,1.005,0.988,0.985,1.1,3,-0.27,20.9,39.4,22.5,synthetic_wristband_dataset\train\img_train_0241_var06.png
img_train_0241_var07,CHEM-TR-0241,train,109.46,219,210,189,warm_dim_light,0.79,1.16,0.961,0.841,1.61,0,1.76,20.2,49.8,12.8,synthetic_wristband_dataset\train\img_train_0241_var07.png
img_train_0241_var08,CHEM-TR-0241,train,109.46,219,210,189,cool_bright_light,1.137,0.936,0.975,1.097,0.48,0,-2.32,32.9,66.1,11.7,synthetic_wristband_dataset\train\img_train_0241_var08.png
img_train_0241_var09,CHEM-TR-0241,train,109.46,219,210,189,high_sensor_noise,0.896,1.003,1.01,0.995,2.85,0,0.2,26.9,31.2,36.2,synthetic_wristband_dataset\train\img_train_0241_var09.png
img_train_0241_var10,CHEM-TR-0241,train,109.46,219,210,189,mild_angle_shift,1.03,1.036,0.986,0.966,1.15,0,2.63,33.4,50.6,6.5,synthetic_wristband_dataset\train\img_train_0241_var10.png
img_train_0242_var01,CHEM-TR-0242,train,382.58,168,153,129,neutral_daylight,0.98,1.007,0.994,0.981,0.33,0,0.24,21.5,41.0,23.2,synthetic_wristband_dataset\train\img_train_0242_var01.png
img_train_0242_var02,CHEM-TR-0242,train,382.58,168,153,129,warm_tungsten,0.92,1.191,0.969,0.833,1.12,0,1.01,25.1,73.1,26.9,synthetic_wristband_dataset\train\img_train_0242_var02.png
img_train_0242_var03,CHEM-TR-0242,train,382.58,168,153,129,cool_fluorescent,1.024,0.877,0.984,1.159,0.93,0,-1.71,28.6,65.0,37.7,synthetic_wristband_dataset\train\img_train_0242_var03.png
img_train_0242_var04,CHEM-TR-0242,train,382.58,168,153,129,bright_diffuse,1.197,1.037,1.035,1.002,0.48,0,0.64,23.8,33.8,22.0,synthetic_wristband_dataset\train\img_train_0242_var04.png
img_train_0242_var05,CHEM-TR-0242,train,382.58,168,153,129,dim_underexposed,0.725,0.931,0.968,0.934,2.22,0,-0.6,22.8,37.2,10.8,synthetic_wristband_dataset\train\img_train_0242_var05.png
img_train_0242_var06,CHEM-TR-0242,train,382.58,168,153,129,mild_camera_blur,1.008,0.987,0.992,1.007,1.31,3,-0.11,24.5,58.6,36.2,synthetic_wristband_dataset\train\img_train_0242_var06.png
img_train_0242_var07,CHEM-TR-0242,train,382.58,168,153,129,warm_dim_light,0.828,1.133,0.985,0.867,1.85,0,2.3,24.8,60.2,31.7,synthetic_wristband_dataset\train\img_train_0242_var07.png
img_train_0242_var08,CHEM-TR-0242,train,382.58,168,153,129,cool_bright_light,1.168,0.933,1.0,1.107,0.66,0,-2.48,26.5,61.0,21.7,synthetic_wristband_dataset\train\img_train_0242_var08.png
img_train_0242_var09,CHEM-TR-0242,train,382.58,168,153,129,high_sensor_noise,0.899,0.98,0.985,0.998,3.06,0,0.53,31.1,31.2,6.5,synthetic_wristband_dataset\train\img_train_0242_var09.png
img_train_0242_var10,CHEM-TR-0242,train,382.58,168,153,129,mild_angle_shift,1.027,1.059,0.987,0.972,0.81,0,2.95,22.2,69.7,30.1,synthetic_wristband_dataset\train\img_train_0242_var10.png
img_train_0243_var01,CHEM-TR-0243,train,167.62,207,196,174,neutral_daylight,0.976,0.996,0.989,1.009,0.55,0,0.15,25.4,71.7,31.0,synthetic_wristband_dataset\train\img_train_0243_var01.png
img_train_0243_var02,CHEM-TR-0243,train,167.62,207,196,174,warm_tungsten,0.929,1.185,0.959,0.809,1.1,0,1.03,20.6,36.1,8.7,synthetic_wristband_dataset\train\img_train_0243_var02.png
img_train_0243_var03,CHEM-TR-0243,train,167.62,207,196,174,cool_fluorescent,1.035,0.867,0.999,1.145,0.68,0,-1.77,26.2,45.5,22.7,synthetic_wristband_dataset\train\img_train_0243_var03.png
img_train_0243_var04,CHEM-TR-0243,train,167.62,207,196,174,bright_diffuse,1.217,1.007,1.011,1.022,0.1,0,0.74,33.1,56.7,31.2,synthetic_wristband_dataset\train\img_train_0243_var04.png
img_train_0243_var05,CHEM-TR-0243,train,167.62,207,196,174,dim_underexposed,0.706,0.935,0.962,0.956,2.38,0,-0.97,21.2,76.4,22.8,synthetic_wristband_dataset\train\img_train_0243_var05.png
img_train_0243_var06,CHEM-TR-0243,train,167.62,207,196,174,mild_camera_blur,1.002,0.987,0.997,0.998,1.29,3,-0.01,23.5,37.2,36.9,synthetic_wristband_dataset\train\img_train_0243_var06.png
img_train_0243_var07,CHEM-TR-0243,train,167.62,207,196,174,warm_dim_light,0.797,1.161,0.976,0.859,1.82,0,2.24,29.6,41.2,9.6,synthetic_wristband_dataset\train\img_train_0243_var07.png
img_train_0243_var08,CHEM-TR-0243,train,167.62,207,196,174,cool_bright_light,1.173,0.902,0.968,1.109,0.4,0,-2.09,32.9,58.1,28.5,synthetic_wristband_dataset\train\img_train_0243_var08.png
img_train_0243_var09,CHEM-TR-0243,train,167.62,207,196,174,high_sensor_noise,0.892,0.991,1.009,0.985,3.08,0,0.01,28.8,66.4,14.9,synthetic_wristband_dataset\train\img_train_0243_var09.png
img_train_0243_var10,CHEM-TR-0243,train,167.62,207,196,174,mild_angle_shift,1.027,1.057,0.987,0.95,1.18,0,3.03,26.8,37.9,34.4,synthetic_wristband_dataset\train\img_train_0243_var10.png
img_train_0244_var01,CHEM-TR-0244,train,213.42,198,186,163,neutral_daylight,1.013,0.986,1.003,0.99,0.47,0,0.13,25.7,62.1,24.9,synthetic_wristband_dataset\train\img_train_0244_var01.png
img_train_0244_var02,CHEM-TR-0244,train,213.42,198,186,163,warm_tungsten,0.89,1.166,0.95,0.807,0.82,0,1.41,32.3,50.7,9.7,synthetic_wristband_dataset\train\img_train_0244_var02.png
img_train_0244_var03,CHEM-TR-0244,train,213.42,198,186,163,cool_fluorescent,1.056,0.861,0.996,1.147,0.63,0,-1.44,25.8,49.9,32.5,synthetic_wristband_dataset\train\img_train_0244_var03.png
img_train_0244_var04,CHEM-TR-0244,train,213.42,198,186,163,bright_diffuse,1.2,1.018,1.016,1.009,0.5,0,0.27,30.5,42.5,25.9,synthetic_wristband_dataset\train\img_train_0244_var04.png
img_train_0244_var05,CHEM-TR-0244,train,213.42,198,186,163,dim_underexposed,0.747,0.931,0.952,0.945,2.32,0,-0.76,19.9,57.0,20.8,synthetic_wristband_dataset\train\img_train_0244_var05.png
img_train_0244_var06,CHEM-TR-0244,train,213.42,198,186,163,mild_camera_blur,1.012,0.987,1.011,0.997,1.19,3,-0.26,28.5,63.3,19.0,synthetic_wristband_dataset\train\img_train_0244_var06.png
img_train_0244_var07,CHEM-TR-0244,train,213.42,198,186,163,warm_dim_light,0.778,1.131,0.972,0.84,1.85,0,2.01,34.9,33.0,17.1,synthetic_wristband_dataset\train\img_train_0244_var07.png
img_train_0244_var08,CHEM-TR-0244,train,213.42,198,186,163,cool_bright_light,1.126,0.918,0.963,1.103,0.59,0,-1.93,32.4,44.1,14.3,synthetic_wristband_dataset\train\img_train_0244_var08.png
img_train_0244_var09,CHEM-TR-0244,train,213.42,198,186,163,high_sensor_noise,0.88,0.989,1.007,1.002,3.0,0,0.55,29.0,38.4,15.5,synthetic_wristband_dataset\train\img_train_0244_var09.png
img_train_0244_var10,CHEM-TR-0244,train,213.42,198,186,163,mild_angle_shift,1.046,1.041,0.966,0.965,1.1,0,2.8,26.8,69.8,24.3,synthetic_wristband_dataset\train\img_train_0244_var10.png
img_train_0245_var01,CHEM-TR-0245,train,201.29,200,188,166,neutral_daylight,1.011,1.006,1.005,1.008,0.43,0,0.1,20.1,46.1,8.3,synthetic_wristband_dataset\train\img_train_0245_var01.png
img_train_0245_var02,CHEM-TR-0245,train,201.29,200,188,166,warm_tungsten,0.903,1.188,0.969,0.827,1.14,0,0.93,22.9,30.7,11.0,synthetic_wristband_dataset\train\img_train_0245_var02.png
img_train_0245_var03,CHEM-TR-0245,train,201.29,200,188,166,cool_fluorescent,1.045,0.897,0.983,1.126,0.7,0,-1.28,21.5,71.2,32.0,synthetic_wristband_dataset\train\img_train_0245_var03.png
img_train_0245_var04,CHEM-TR-0245,train,201.29,200,188,166,bright_diffuse,1.232,1.011,1.005,1.021,0.1,0,0.63,32.6,70.4,29.5,synthetic_wristband_dataset\train\img_train_0245_var04.png
img_train_0245_var05,CHEM-TR-0245,train,201.29,200,188,166,dim_underexposed,0.729,0.931,0.945,0.964,2.12,0,-0.53,27.6,57.4,17.9,synthetic_wristband_dataset\train\img_train_0245_var05.png
img_train_0245_var06,CHEM-TR-0245,train,201.29,200,188,166,mild_camera_blur,0.975,1.002,0.982,1.019,1.17,3,0.11,30.6,44.6,25.5,synthetic_wristband_dataset\train\img_train_0245_var06.png
img_train_0245_var07,CHEM-TR-0245,train,201.29,200,188,166,warm_dim_light,0.788,1.152,0.961,0.839,1.74,0,1.83,23.9,59.2,25.2,synthetic_wristband_dataset\train\img_train_0245_var07.png
img_train_0245_var08,CHEM-TR-0245,train,201.29,200,188,166,cool_bright_light,1.152,0.928,0.998,1.104,0.52,0,-2.19,24.7,60.7,21.9,synthetic_wristband_dataset\train\img_train_0245_var08.png
img_train_0245_var09,CHEM-TR-0245,train,201.29,200,188,166,high_sensor_noise,0.902,1.007,0.982,1.004,2.99,0,0.31,25.6,58.9,32.4,synthetic_wristband_dataset\train\img_train_0245_var09.png
img_train_0245_var10,CHEM-TR-0245,train,201.29,200,188,166,mild_angle_shift,1.007,1.023,0.996,0.961,0.88,0,2.97,24.6,70.7,29.8,synthetic_wristband_dataset\train\img_train_0245_var10.png
img_train_0246_var01,CHEM-TR-0246,train,384.45,168,152,128,neutral_daylight,0.972,0.987,1.007,1.016,0.69,0,0.3,33.2,66.9,36.8,synthetic_wristband_dataset\train\img_train_0246_var01.png
img_train_0246_var02,CHEM-TR-0246,train,384.45,168,152,128,warm_tungsten,0.915,1.168,0.94,0.82,1.15,0,1.16,21.0,54.2,22.4,synthetic_wristband_dataset\train\img_train_0246_var02.png
img_train_0246_var03,CHEM-TR-0246,train,384.45,168,152,128,cool_fluorescent,1.057,0.888,0.994,1.125,0.92,0,-1.73,32.6,53.5,27.9,synthetic_wristband_dataset\train\img_train_0246_var03.png
img_train_0246_var04,CHEM-TR-0246,train,384.45,168,152,128,bright_diffuse,1.245,1.019,1.008,1.037,0.34,0,0.41,32.0,37.9,17.7,synthetic_wristband_dataset\train\img_train_0246_var04.png
img_train_0246_var05,CHEM-TR-0246,train,384.45,168,152,128,dim_underexposed,0.724,0.965,0.939,0.932,2.03,0,-0.89,31.5,70.6,12.7,synthetic_wristband_dataset\train\img_train_0246_var05.png
img_train_0246_var06,CHEM-TR-0246,train,384.45,168,152,128,mild_camera_blur,1.008,1.007,1.019,0.994,1.15,3,0.3,24.9,30.4,30.0,synthetic_wristband_dataset\train\img_train_0246_var06.png
img_train_0246_var07,CHEM-TR-0246,train,384.45,168,152,128,warm_dim_light,0.8,1.138,0.964,0.859,1.7,0,2.22,19.5,40.4,5.5,synthetic_wristband_dataset\train\img_train_0246_var07.png
img_train_0246_var08,CHEM-TR-0246,train,384.45,168,152,128,cool_bright_light,1.16,0.911,0.994,1.112,0.76,0,-2.5,24.0,55.6,22.7,synthetic_wristband_dataset\train\img_train_0246_var08.png
img_train_0246_var09,CHEM-TR-0246,train,384.45,168,152,128,high_sensor_noise,0.928,0.984,0.999,0.982,3.06,0,0.5,24.2,37.2,11.6,synthetic_wristband_dataset\train\img_train_0246_var09.png
img_train_0246_var10,CHEM-TR-0246,train,384.45,168,152,128,mild_angle_shift,1.041,1.025,0.974,0.96,1.14,0,2.58,31.3,48.0,27.4,synthetic_wristband_dataset\train\img_train_0246_var10.png
img_train_0247_var01,CHEM-TR-0247,train,1652.59,65,47,32,neutral_daylight,0.977,1.014,0.995,1.014,0.35,0,0.3,20.9,33.1,37.9,synthetic_wristband_dataset\train\img_train_0247_var01.png
img_train_0247_var02,CHEM-TR-0247,train,1652.59,65,47,32,warm_tungsten,0.915,1.172,0.96,0.812,1.01,0,1.37,26.1,53.4,30.1,synthetic_wristband_dataset\train\img_train_0247_var02.png
img_train_0247_var03,CHEM-TR-0247,train,1652.59,65,47,32,cool_fluorescent,1.034,0.891,0.992,1.154,0.78,0,-1.55,22.6,45.5,27.2,synthetic_wristband_dataset\train\img_train_0247_var03.png
img_train_0247_var04,CHEM-TR-0247,train,1652.59,65,47,32,bright_diffuse,1.24,1.021,1.02,1.033,0.3,0,0.56,19.3,69.3,15.1,synthetic_wristband_dataset\train\img_train_0247_var04.png
img_train_0247_var05,CHEM-TR-0247,train,1652.59,65,47,32,dim_underexposed,0.715,0.961,0.936,0.959,2.29,0,-0.92,19.0,38.3,27.0,synthetic_wristband_dataset\train\img_train_0247_var05.png
img_train_0247_var06,CHEM-TR-0247,train,1652.59,65,47,32,mild_camera_blur,1.001,1.007,1.009,0.993,1.15,3,-0.19,28.3,69.9,21.8,synthetic_wristband_dataset\train\img_train_0247_var06.png
img_train_0247_var07,CHEM-TR-0247,train,1652.59,65,47,32,warm_dim_light,0.778,1.157,0.985,0.835,1.61,0,1.85,21.2,38.7,38.4,synthetic_wristband_dataset\train\img_train_0247_var07.png
img_train_0247_var08,CHEM-TR-0247,train,1652.59,65,47,32,cool_bright_light,1.146,0.91,0.997,1.119,0.55,0,-1.99,32.0,52.5,4.5,synthetic_wristband_dataset\train\img_train_0247_var08.png
img_train_0247_var09,CHEM-TR-0247,train,1652.59,65,47,32,high_sensor_noise,0.875,0.993,0.987,0.985,2.92,0,0.05,24.1,36.0,12.8,synthetic_wristband_dataset\train\img_train_0247_var09.png
img_train_0247_var10,CHEM-TR-0247,train,1652.59,65,47,32,mild_angle_shift,1.042,1.028,0.972,0.952,0.87,0,2.57,31.3,48.1,22.3,synthetic_wristband_dataset\train\img_train_0247_var10.png
img_train_0248_var01,CHEM-TR-0248,train,214.72,198,185,163,neutral_daylight,1.003,1.018,1.001,0.986,0.6,0,-0.12,25.6,30.4,17.3,synthetic_wristband_dataset\train\img_train_0248_var01.png
img_train_0248_var02,CHEM-TR-0248,train,214.72,198,185,163,warm_tungsten,0.901,1.169,0.974,0.813,1.17,0,1.29,34.3,70.3,36.4,synthetic_wristband_dataset\train\img_train_0248_var02.png
img_train_0248_var03,CHEM-TR-0248,train,214.72,198,185,163,cool_fluorescent,1.036,0.876,0.986,1.133,0.86,0,-1.53,30.4,54.2,32.0,synthetic_wristband_dataset\train\img_train_0248_var03.png
img_train_0248_var04,CHEM-TR-0248,train,214.72,198,185,163,bright_diffuse,1.205,1.036,1.032,1.007,0.25,0,0.66,24.9,43.6,18.8,synthetic_wristband_dataset\train\img_train_0248_var04.png
img_train_0248_var05,CHEM-TR-0248,train,214.72,198,185,163,dim_underexposed,0.713,0.933,0.968,0.945,2.06,0,-1.02,23.4,35.6,17.4,synthetic_wristband_dataset\train\img_train_0248_var05.png
img_train_0248_var06,CHEM-TR-0248,train,214.72,198,185,163,mild_camera_blur,1.023,0.986,1.0,0.998,1.13,3,-0.2,31.8,64.1,16.7,synthetic_wristband_dataset\train\img_train_0248_var06.png
img_train_0248_var07,CHEM-TR-0248,train,214.72,198,185,163,warm_dim_light,0.785,1.164,0.964,0.859,1.71,0,2.29,27.3,45.2,38.8,synthetic_wristband_dataset\train\img_train_0248_var07.png
img_train_0248_var08,CHEM-TR-0248,train,214.72,198,185,163,cool_bright_light,1.156,0.918,0.998,1.094,0.67,0,-2.12,26.4,36.1,19.9,synthetic_wristband_dataset\train\img_train_0248_var08.png
img_train_0248_var09,CHEM-TR-0248,train,214.72,198,185,163,high_sensor_noise,0.872,0.993,0.996,1.007,2.95,0,0.34,29.7,48.7,28.4,synthetic_wristband_dataset\train\img_train_0248_var09.png
img_train_0248_var10,CHEM-TR-0248,train,214.72,198,185,163,mild_angle_shift,1.017,1.052,0.975,0.941,1.17,0,2.98,22.8,67.2,10.9,synthetic_wristband_dataset\train\img_train_0248_var10.png
img_train_0249_var01,CHEM-TR-0249,train,327.55,177,163,139,neutral_daylight,1.016,1.01,1.006,0.996,0.44,0,0.16,31.8,72.0,24.9,synthetic_wristband_dataset\train\img_train_0249_var01.png
img_train_0249_var02,CHEM-TR-0249,train,327.55,177,163,139,warm_tungsten,0.939,1.187,0.969,0.813,1.09,0,1.26,25.5,79.4,36.4,synthetic_wristband_dataset\train\img_train_0249_var02.png
img_train_0249_var03,CHEM-TR-0249,train,327.55,177,163,139,cool_fluorescent,1.054,0.864,0.995,1.16,0.64,0,-1.66,23.3,43.8,21.0,synthetic_wristband_dataset\train\img_train_0249_var03.png
img_train_0249_var04,CHEM-TR-0249,train,327.55,177,163,139,bright_diffuse,1.211,1.022,1.001,1.001,0.23,0,0.61,30.9,69.7,20.0,synthetic_wristband_dataset\train\img_train_0249_var04.png
img_train_0249_var05,CHEM-TR-0249,train,327.55,177,163,139,dim_underexposed,0.7,0.952,0.943,0.952,2.29,0,-0.88,28.3,52.3,33.9,synthetic_wristband_dataset\train\img_train_0249_var05.png
img_train_0249_var06,CHEM-TR-0249,train,327.55,177,163,139,mild_camera_blur,1.026,1.007,1.015,1.016,1.21,3,0.16,26.7,40.1,37.4,synthetic_wristband_dataset\train\img_train_0249_var06.png
img_train_0249_var07,CHEM-TR-0249,train,327.55,177,163,139,warm_dim_light,0.828,1.158,0.996,0.841,1.89,0,1.73,32.8,68.5,20.9,synthetic_wristband_dataset\train\img_train_0249_var07.png
img_train_0249_var08,CHEM-TR-0249,train,327.55,177,163,139,cool_bright_light,1.165,0.938,0.976,1.116,0.71,0,-2.08,33.1,38.2,28.5,synthetic_wristband_dataset\train\img_train_0249_var08.png
img_train_0249_var09,CHEM-TR-0249,train,327.55,177,163,139,high_sensor_noise,0.892,0.991,1.018,0.982,3.15,0,0.27,25.8,56.7,16.2,synthetic_wristband_dataset\train\img_train_0249_var09.png
img_train_0249_var10,CHEM-TR-0249,train,327.55,177,163,139,mild_angle_shift,1.024,1.059,0.968,0.964,0.95,0,2.7,30.0,43.7,17.3,synthetic_wristband_dataset\train\img_train_0249_var10.png
img_train_0250_var01,CHEM-TR-0250,train,834.06,113,94,72,neutral_daylight,1.027,1.007,1.016,1.009,0.66,0,0.14,20.7,42.7,14.4,synthetic_wristband_dataset\train\img_train_0250_var01.png
img_train_0250_var02,CHEM-TR-0250,train,834.06,113,94,72,warm_tungsten,0.9,1.189,0.962,0.805,1.1,0,1.14,25.1,53.6,32.8,synthetic_wristband_dataset\train\img_train_0250_var02.png
img_train_0250_var03,CHEM-TR-0250,train,834.06,113,94,72,cool_fluorescent,1.043,0.86,0.965,1.145,0.95,0,-1.73,21.1,40.0,38.1,synthetic_wristband_dataset\train\img_train_0250_var03.png
img_train_0250_var04,CHEM-TR-0250,train,834.06,113,94,72,bright_diffuse,1.22,1.014,1.036,1.004,0.27,0,0.35,23.3,56.6,17.4,synthetic_wristband_dataset\train\img_train_0250_var04.png
img_train_0250_var05,CHEM-TR-0250,train,834.06,113,94,72,dim_underexposed,0.717,0.959,0.945,0.953,2.4,0,-1.05,22.6,55.6,31.6,synthetic_wristband_dataset\train\img_train_0250_var05.png
img_train_0250_var06,CHEM-TR-0250,train,834.06,113,94,72,mild_camera_blur,0.991,1.006,1.017,1.007,1.07,3,-0.03,25.4,50.3,36.0,synthetic_wristband_dataset\train\img_train_0250_var06.png
img_train_0250_var07,CHEM-TR-0250,train,834.06,113,94,72,warm_dim_light,0.824,1.162,0.984,0.862,1.92,0,2.15,31.9,59.5,8.3,synthetic_wristband_dataset\train\img_train_0250_var07.png
img_train_0250_var08,CHEM-TR-0250,train,834.06,113,94,72,cool_bright_light,1.157,0.938,0.974,1.117,0.67,0,-2.03,26.2,37.1,15.9,synthetic_wristband_dataset\train\img_train_0250_var08.png
img_train_0250_var09,CHEM-TR-0250,train,834.06,113,94,72,high_sensor_noise,0.917,1.011,1.01,1.006,3.19,0,0.24,34.7,41.9,7.1,synthetic_wristband_dataset\train\img_train_0250_var09.png
img_train_0250_var10,CHEM-TR-0250,train,834.06,113,94,72,mild_angle_shift,0.994,1.058,0.969,0.956,0.85,0,3.09,21.7,33.2,30.9,synthetic_wristband_dataset\train\img_train_0250_var10.png
img_train_0251_var01,CHEM-TR-0251,train,1043.48,96,77,56,neutral_daylight,0.975,0.997,0.985,0.993,0.58,0,-0.14,30.5,64.4,4.9,synthetic_wristband_dataset\train\img_train_0251_var01.png
img_train_0251_var02,CHEM-TR-0251,train,1043.48,96,77,56,warm_tungsten,0.91,1.194,0.971,0.834,1.02,0,1.19,31.2,64.5,37.1,synthetic_wristband_dataset\train\img_train_0251_var02.png
img_train_0251_var03,CHEM-TR-0251,train,1043.48,96,77,56,cool_fluorescent,1.056,0.88,0.972,1.155,0.88,0,-1.63,34.4,62.8,24.9,synthetic_wristband_dataset\train\img_train_0251_var03.png
img_train_0251_var04,CHEM-TR-0251,train,1043.48,96,77,56,bright_diffuse,1.211,1.0,1.004,1.022,0.32,0,0.23,29.2,50.3,33.2,synthetic_wristband_dataset\train\img_train_0251_var04.png
img_train_0251_var05,CHEM-TR-0251,train,1043.48,96,77,56,dim_underexposed,0.745,0.945,0.967,0.966,2.05,0,-0.59,27.5,47.8,38.9,synthetic_wristband_dataset\train\img_train_0251_var05.png
img_train_0251_var06,CHEM-TR-0251,train,1043.48,96,77,56,mild_camera_blur,0.985,0.993,0.997,1.002,1.29,3,0.3,33.4,63.7,6.5,synthetic_wristband_dataset\train\img_train_0251_var06.png
img_train_0251_var07,CHEM-TR-0251,train,1043.48,96,77,56,warm_dim_light,0.825,1.153,0.998,0.834,1.97,0,1.79,20.4,53.7,22.5,synthetic_wristband_dataset\train\img_train_0251_var07.png
img_train_0251_var08,CHEM-TR-0251,train,1043.48,96,77,56,cool_bright_light,1.143,0.932,0.989,1.117,0.54,0,-1.94,33.7,30.8,13.4,synthetic_wristband_dataset\train\img_train_0251_var08.png
img_train_0251_var09,CHEM-TR-0251,train,1043.48,96,77,56,high_sensor_noise,0.911,1.018,1.004,0.996,2.91,0,0.57,26.8,78.2,17.2,synthetic_wristband_dataset\train\img_train_0251_var09.png
img_train_0251_var10,CHEM-TR-0251,train,1043.48,96,77,56,mild_angle_shift,1.026,1.026,0.99,0.951,0.86,0,2.89,34.7,38.4,25.9,synthetic_wristband_dataset\train\img_train_0251_var10.png
img_train_0252_var01,CHEM-TR-0252,train,1051.96,95,76,56,neutral_daylight,0.997,1.006,0.991,1.011,0.43,0,-0.27,30.5,75.6,12.9,synthetic_wristband_dataset\train\img_train_0252_var01.png
img_train_0252_var02,CHEM-TR-0252,train,1051.96,95,76,56,warm_tungsten,0.908,1.188,0.953,0.82,0.93,0,1.49,22.7,60.1,34.5,synthetic_wristband_dataset\train\img_train_0252_var02.png
img_train_0252_var03,CHEM-TR-0252,train,1051.96,95,76,56,cool_fluorescent,1.077,0.872,0.967,1.122,0.75,0,-1.26,23.5,50.6,6.4,synthetic_wristband_dataset\train\img_train_0252_var03.png
img_train_0252_var04,CHEM-TR-0252,train,1051.96,95,76,56,bright_diffuse,1.205,1.006,1.007,1.005,0.29,0,0.21,25.0,79.9,32.1,synthetic_wristband_dataset\train\img_train_0252_var04.png
img_train_0252_var05,CHEM-TR-0252,train,1051.96,95,76,56,dim_underexposed,0.732,0.967,0.952,0.965,2.38,0,-0.65,30.3,72.0,15.0,synthetic_wristband_dataset\train\img_train_0252_var05.png
img_train_0252_var06,CHEM-TR-0252,train,1051.96,95,76,56,mild_camera_blur,1.023,0.992,0.994,1.005,1.39,3,0.26,33.5,69.8,20.0,synthetic_wristband_dataset\train\img_train_0252_var06.png
img_train_0252_var07,CHEM-TR-0252,train,1051.96,95,76,56,warm_dim_light,0.819,1.155,0.996,0.857,1.98,0,1.84,30.8,70.5,30.4,synthetic_wristband_dataset\train\img_train_0252_var07.png
img_train_0252_var08,CHEM-TR-0252,train,1051.96,95,76,56,cool_bright_light,1.171,0.924,0.986,1.114,0.78,0,-2.36,20.9,60.3,27.2,synthetic_wristband_dataset\train\img_train_0252_var08.png
img_train_0252_var09,CHEM-TR-0252,train,1051.96,95,76,56,high_sensor_noise,0.906,1.019,0.988,0.993,2.91,0,0.29,29.1,30.8,15.1,synthetic_wristband_dataset\train\img_train_0252_var09.png
img_train_0252_var10,CHEM-TR-0252,train,1051.96,95,76,56,mild_angle_shift,1.032,1.052,0.977,0.951,0.83,0,2.73,21.1,67.0,28.6,synthetic_wristband_dataset\train\img_train_0252_var10.png
img_train_0253_var01,CHEM-TR-0253,train,0.0,245,240,222,neutral_daylight,1.018,1.012,1.013,0.982,0.34,0,-0.01,27.9,57.5,18.5,synthetic_wristband_dataset\train\img_train_0253_var01.png
img_train_0253_var02,CHEM-TR-0253,train,0.0,245,240,222,warm_tungsten,0.934,1.172,0.977,0.801,1.18,0,1.15,31.6,42.2,11.7,synthetic_wristband_dataset\train\img_train_0253_var02.png
img_train_0253_var03,CHEM-TR-0253,train,0.0,245,240,222,cool_fluorescent,1.038,0.872,0.996,1.129,0.96,0,-1.43,19.8,36.5,25.2,synthetic_wristband_dataset\train\img_train_0253_var03.png
img_train_0253_var04,CHEM-TR-0253,train,0.0,245,240,222,bright_diffuse,1.246,1.026,1.029,1.023,0.31,0,0.45,21.9,33.2,27.5,synthetic_wristband_dataset\train\img_train_0253_var04.png
img_train_0253_var05,CHEM-TR-0253,train,0.0,245,240,222,dim_underexposed,0.695,0.946,0.954,0.959,2.3,0,-1.09,30.1,32.4,5.0,synthetic_wristband_dataset\train\img_train_0253_var05.png
img_train_0253_var06,CHEM-TR-0253,train,0.0,245,240,222,mild_camera_blur,1.009,0.985,0.988,1.013,1.24,3,-0.12,27.7,41.2,38.4,synthetic_wristband_dataset\train\img_train_0253_var06.png
img_train_0253_var07,CHEM-TR-0253,train,0.0,245,240,222,warm_dim_light,0.773,1.137,0.978,0.843,1.69,0,1.7,22.3,43.5,14.1,synthetic_wristband_dataset\train\img_train_0253_var07.png
img_train_0253_var08,CHEM-TR-0253,train,0.0,245,240,222,cool_bright_light,1.12,0.926,0.976,1.087,0.64,0,-2.08,21.7,62.4,33.7,synthetic_wristband_dataset\train\img_train_0253_var08.png
img_train_0253_var09,CHEM-TR-0253,train,0.0,245,240,222,high_sensor_noise,0.921,0.997,0.982,1.014,3.13,0,0.19,34.6,37.1,12.0,synthetic_wristband_dataset\train\img_train_0253_var09.png
img_train_0253_var10,CHEM-TR-0253,train,0.0,245,240,222,mild_angle_shift,1.021,1.055,0.975,0.947,1.06,0,3.04,20.2,59.8,35.5,synthetic_wristband_dataset\train\img_train_0253_var10.png
img_train_0254_var01,CHEM-TR-0254,train,804.24,116,97,74,neutral_daylight,1.019,0.99,1.01,1.01,0.4,0,0.03,24.3,74.5,32.4,synthetic_wristband_dataset\train\img_train_0254_var01.png
